CustomerID,Recency,Frequency,Monetary
12346,0.5603217158176944,0.0032419687592101384,0.0009704183224842493
12347,0.9946380697050938,0.01031535514294135,0.0035079166104937222
12348,0.8042895442359249,0.0011788977306218685,0.00020463479724269686
12349,0.8873994638069705,0.017094017094017092,0.008069293693236848
12351,0.9731903485254692,0.0035366931918656055,0.0008828197987136907
12352,0.9731903485254692,0.004126142057176541,0.0012177132881108746
12353,0.8847184986595175,0.0035366931918656055,0.0009602781568055563
12355,0.45844504021447724,0.0038314176245210726,0.0013866564889779079
12356,0.9597855227882037,0.016799292661361626,0.0137891512020206
12357,0.9383378016085792,0.015915119363395226,0.018218527449607173
12358,0.9731903485254692,0.011494252873563218,0.007276618627296736
12359,0.839142091152815,0.022104332449160036,0.008263386291800375
12360,0.9624664879356568,0.012673150604185087,0.004304433325105057
12361,0.739946380697051,0.002652519893899204,0.0007696698442461616
12362,0.0,0.0,0.0005675365856730983
12366,0.28150134048257375,0.0002947244326554671,0.0014966795201083953
12368,0.29490616621983917,0.004420866489832007,0.0037355566294303695
12369,0.871313672922252,0.012967875036840553,0.005104478996053912
12370,0.30563002680965146,0.006189213085764809,0.002429440751547983
12371,0.8820375335120644,0.014441497200117889,0.005888711368984011
12373,0.30563002680965146,0.007662835249042146,0.0026230419764442605
12374,0.8498659517426274,0.007662835249042146,0.005864678729622175
12376,0.9356568364611261,0.0032419687592101384,0.0021888463359293047
12377,0.9571045576407506,0.011788977306218685,0.0044436707542701934
12378,0.4718498659517426,0.01237842617152962,0.003441179132414571
12379,0.8471849865951743,0.006778661951075744,0.002200147930276042
12380,0.7319034852546917,0.027409372236958444,0.022460958351972028
12385,0.9624664879356568,0.009136457412319481,0.005083260587695413
12386,0.9973190348525469,0.0014736221632773356,0.000920878922758829
12387,0.8659517426273459,0.0014736221632773356,0.0004620252582146286
12388,0.7855227882037533,0.00825228411435308,0.003257584062196828
12389,0.900804289544236,0.009136457412319481,0.0045922889534464545
12391,0.7345844504021448,0.02681992337164751,0.007032941958674401
12392,0.3941018766756032,0.0014736221632773356,0.0007191923675196288
12393,0.9544235924932976,0.007073386383731211,0.002118043857512
12395,0.9839142091152815,0.01532567049808429,0.005327830662985473
12396,0.17158176943699732,0.005305039787798409,0.0012048482320956167
12399,0.9463806970509383,0.008547008547008548,0.002367795691474872
12400,0.868632707774799,0.002652519893899204,0.0008125533642970215
12402,0.9276139410187668,0.008547008547008548,0.0023181669510826787
12403,0.5817694369973191,0.0005894488653109342,0.0015394736994924826
12404,0.15013404825737264,0.0,0.0002693174399860772
12406,0.9088471849865952,0.013852048334806955,0.011068906580127724
12408,0.9463806970509383,0.01031535514294135,0.004352632614828889
12409,0.8525469168900804,0.03300913645741232,0.040483785071013766
12410,0.6327077747989276,0.002652519893899204,0.0011378874023495345
12411,0.8820375335120644,0.0032419687592101384,0.0009823006311650085
12412,0.900804289544236,0.012083701738874152,0.004363666187175308
12413,0.900804289544236,0.0035366931918656055,0.0010649407479296864
12414,0.7372654155495979,0.00206307102858827,0.0016255087615945202
12415,0.9731903485254692,0.03330386089006778,0.06037476980260447
12416,0.21983914209115282,0.0014736221632773356,0.00047944668823529044
12417,0.8793565683646113,0.040377247273798995,0.011464596393263677
12418,0.871313672922252,0.011788977306218685,0.003787820919492355
12419,0.9463806970509383,0.004420866489832007,0.0016762989306547571
12421,0.8659517426273459,0.005010315355142941,0.0012144523537736737
12422,0.9222520107238606,0.02564102564102564,0.014613184841997903
12423,0.9410187667560322,0.006778661951075744,0.002312851181409708
12424,0.8471849865951743,0.009431181844974948,0.003918749666647636
12425,0.7774798927613941,0.00825228411435308,0.0023291111827623257
12426,0.2037533512064343,0.006189213085764809,0.0018278207015011286
12427,0.9839142091152815,0.0017683465959328027,0.001097326739634763
12429,1.0,0.015030946065428824,0.01378151257501154
12431,0.9785522788203753,0.03507220748600059,0.015729630484322007
12433,0.9973190348525469,0.036251105216622455,0.01699304152348708
12434,0.9571045576407506,0.0038314176245210726,0.0008913518323904765
12435,0.9168900804289545,0.012673150604185087,0.020604235944769955
12437,0.9195710455764076,0.06631299734748011,0.022901318498494295
12439,0.15013404825737264,0.010020630710285883,0.0026400167031310597
12440,0.739946380697051,0.004715590922487474,0.002203632216280174
12441,0.9973190348525469,0.0014736221632773356,0.00043106871717791417
12443,0.0160857908847185,0.004715590922487474,0.0019188588409424332
12445,0.8525469168900804,0.0029472443265546712,0.0007508636338905242
12449,0.8793565683646113,0.002357795461243737,0.003283492855560889
12450,0.9088471849865952,0.006189213085764809,0.001685277667665406
12451,0.7372654155495979,0.025346301208370173,0.010348106080606186
12454,0.9195710455764076,0.006189213085764809,0.052981204242502376
12455,0.7855227882037533,0.0215148835838491,0.010013167920875617
12457,0.8123324396782842,0.004715590922487474,0.00233862596377361
12458,0.8337801608579088,0.007368110816386678,0.0023267883254262374
12459,0.35656836461126007,0.004126142057176541,0.001300844778542802
12460,0.7560321715817695,0.002652519893899204,0.0008264011676467783
12466,0.15013404825737264,0.0,0.0002402370529515878
12467,0.8445040214477212,0.0014736221632773356,0.00041253052882259453
12468,0.5683646112600537,0.020335985853227233,0.00925832862731371
12469,0.579088471849866,0.009431181844974948,0.008558031810816491
12470,0.13136729222520108,0.004715590922487474,0.000664471209121396
12471,0.9758713136729222,0.15355142941349836,0.076139957872302
12472,0.9892761394101877,0.08812260536398467,0.03028916625592295
12474,0.9651474530831099,0.04892425582080754,0.0144966846125264
12475,0.8820375335120644,0.005010315355142941,0.0014322648993653328
12476,0.9168900804289545,0.05039787798408488,0.021283582374908995
12477,0.9088471849865952,0.03743000294724432,0.018679346608820372
12480,0.9088471849865952,0.015030946065428824,0.006883564363830573
12481,1.0,0.031240789861479514,0.019804502966154807
12482,0.4343163538873995,0.044503389330975536,0.08004624451593484
12483,0.9651474530831099,0.016209843796050692,0.010955175911326172
12484,0.6836461126005362,0.02475685234305924,0.0060271447321481935
12485,0.5603217158176944,0.005010315355142941,0.002052825170767984
12486,0.8230563002680965,0.007957559681697613,0.002829552927689183
12487,0.021447721179624665,0.0002947244326554671,0.001261266863162529
12490,0.9651474530831099,0.042440318302387266,0.014220085908198354
12492,0.8981233243967829,0.0032419687592101384,0.0012907492831974953
12494,1.0,0.007662835249042146,0.0022327126033146634
12495,0.26273458445040215,0.002357795461243737,0.0009637624428096887
12496,0.3163538873994638,0.00206307102858827,0.00017818995987799998
12497,0.9061662198391421,0.006778661951075744,0.013742247351964972
12499,0.4772117962466488,0.004126142057176541,0.0011257370716684575
12500,0.8123324396782842,0.014441497200117889,0.005650663162368353
